TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility
2005Sep,89,2,,,,10,30,40,20,,,3.3333333333333335,,,
2005Sep,90,1.4,0,0,0,30,40,25,5,0,0,3.1746031746031744,,,
2005Sep,91,2.2,,,,,5,90,5,,,1.2269938650306749,,,
2005Sep,92,1.9,1.73776507,3.04025155,8.54518551,15.59632477,21.06997531,21.06997531,15.59632477,8.54520551,4.79899221,6.427923196388195,,,
2005Sep,93,1.8,,,,10,60,30,,,,2.1739130434782608,,,
2005Sep,94,1.7,,,10,20,30,30,10,,,4.166666666666667,,,
2005Sep,95,1.8,0,0,9,23,37,24,7,0,0,3.8402457757296475,,,
2005Sep,96,2.2,,,,5,35,47,10,3,,2.8026905829596407,,,
2005Sep,97,1.7,,,,10,70,20,,,,1.8518518518518519,,,
2005Sep,98,1.8,,,5,10,30,45,10,,,3.1746031746031744,,,
2005Sep,99,1.8,,,,10,55,25,10,,,2.5974025974025974,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2005Dec,4,2,,,,,25,55,20,,,2.4691358024691357,,,
2005Dec,5,1.8,,,5,15,65,15,,,,2.127659574468085,,,
2005Dec,7,1.4,,,,,,,,,,1,,,
2005Dec,9,2,,,,,50,50,,,,2.0,,,
2005Dec,10,1.66313249,1.32940853,3.27796551,10.83817146,20.83975547,26.10786277,21.3139114,11.33714956,3.92738207,1.02839323,5.419496230772286,,,
2005Dec,14,1.6,,,,,,,,,,1,,,
2005Dec,15,1.8,,,,5,50,35,10,,,2.5974025974025974,,,
2005Dec,16,1.8,0,0,10,22,23,22,15,5,3,5.387931034482759,,,
2005Dec,17,1.7,,5,15,20,30,25,5,,,4.545454545454546,,,
2005Dec,19,1.5,,,,50,50,,,,,2.0,,,
2005Dec,20,1.8,,,,,80,20,,,,1.4705882352941178,,,
2005Dec,22,1.9,0,0,0,20,40,30,10,0,0,3.3333333333333335,,,
2005Dec,23,1.5,,2,10,20,30,25,10,3,,4.677268475210477,,,
2005Dec,24,1.6,,,5,30,45,15,5,,,3.125,,,
2005Dec,26,1.7,,,,25,45,25,5,,,3.0303030303030303,,,
2005Dec,28,1.5,,,5,25,40,25,5,,,3.4482758620689653,,,
2005Dec,29,1.8,,,,15,70,15,,,,1.8691588785046729,,,
2005Dec,30,1.8,,,,,60,40,,,,1.9230769230769231,,,
2005Dec,31,1.6,,,,10,70,20,,,,1.8518518518518519,,,
2005Dec,32,1.7,,,10,15,30,30,10,5,,4.444444444444445,,,
2005Dec,33,1.9,,,,,40,60,,,,1.9230769230769231,,,
2005Dec,35,1.9,,,,,60,40,,,,1.9230769230769231,,,
2005Dec,36,2.2,,,,5,25,50,20,,,2.816901408450704,,,
2005Dec,37,2,,,,,50,50,,,,2.0,,,
2005Dec,38,1.7,,,,,60,40,,,,1.9230769230769231,,,
2005Dec,39,1.6,,,15,25,30,20,10,,,4.444444444444445,,,
2005Dec,41,1.9,,,,,,,,,,1,,,
2005Dec,47,1.7,,,,10,65,25,,,,2.0202020202020203,,,
2005Dec,49,1.5,,5,15,30,30,15,5,,,4.3478260869565215,,,
2005Dec,50,1.7,,,,25,50,25,,,,2.6666666666666665,,,
2005Dec,52,1.9,,,,,70,30,,,,1.7241379310344827,,,
2005Dec,54,1.7,,,,25,50,25,,,,2.6666666666666665,,,
2005Dec,56,1.7,1,5,8,10,41,22,8,3,2,4.111842105263158,,,
2005Dec,59,1.7,,,,5,60,35,,,,2.0618556701030926,,,
2005Dec,60,1.5,,,5,30,40,20,5,,,3.389830508474576,,,
2005Dec,61,2.1,,,,,40,40,20,,,2.7777777777777777,,,
2005Dec,63,1.5,,,,30,70,,,,,1.7241379310344827,,,
2005Dec,68,1.8,1,3,8,16,40,20,8,3,1,4.159733777038269,,,
2005Dec,70,1.7,,,,15,65,20,,,,2.0618556701030926,,,
2005Dec,72,1.9,,,,,70,30,,,,1.7241379310344827,,,
2005Dec,76,1,5,10,20,35,15,10,5,,,4.761904761904762,,,
2005Dec,80,1.7656,,,,,,,,,,1,,,
2005Dec,82,1.4,,,,,,,,,,1,,,
2005Dec,84,1.6,0,0,2,23,45,25,5,0,0,3.117206982543641,,,
2005Dec,85,1.5,,,,20,60,20,,,,2.272727272727273,,,
2005Dec,88,1.6,,,10,25,40,20,5,,,3.6363636363636362,,,
2005Dec,89,1.6,,,10,30,40,20,,,,3.3333333333333335,,,
2005Dec,90,1.5,0,0,0,25,45,25,5,0,0,3.0303030303030303,,,
2005Dec,91,1.9,,,,,40,45,15,,,2.5974025974025974,,,
2005Dec,92,1.8,.5619053,1.58112255,8.10400535,18.41203936,26.94225025,24.49621845,13.8381799,4.85426311,1.21001573,5.128293018132792,,,
2005Dec,93,1.9,,,,,70,30,,,,1.7241379310344827,,,
2005Dec,94,1.7,,,10,20,30,30,10,,,4.166666666666667,,,
2005Dec,95,1.8,0,1,10,22,35,23,8,1,0,4.159733777038269,,,
2005Dec,96,2.1,,,,10,37,46,7,,,2.7517886626307098,,,
2005Dec,97,1.6,,,,20,60,15,5,,,2.3529411764705883,,,
2005Dec,98,1.6,,,10,25,40,15,10,,,3.7735849056603774,,,
2005Dec,99,1.8,,,,10,55,25,10,,,2.5974025974025974,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2006Mar,1,1.7,,0,15,20,30,20,15,0,0,4.651162790697675,,,
2006Mar,2,1.8,,,2,16,37,27,16,2,,3.8197097020626436,,,
2006Mar,3,2,0,0,10,20,20,20,20,10,0,5.555555555555555,,,
2006Mar,4,2,,,,,45,50,5,,,2.197802197802198,,,
2006Mar,5,2,,,,,50,50,,,,2.0,,,
2006Mar,7,1.4,,,,,,,,,,1,,,
2006Mar,9,1.7,,,,25,50,25,,,,2.6666666666666665,,,
2006Mar,11,1.6,,,,,,,,,,1,,,
2006Mar,14,1.8,,,,20,60,20,,,,2.272727272727273,,,
2006Mar,15,1.8,,,,15,50,30,5,,,2.73972602739726,,,
2006Mar,16,1.8,0,0,10,22,23,22,15,5,3,5.387931034482759,,,
2006Mar,17,1.7,,,5,20,35,30,10,,,3.7735849056603774,,,
2006Mar,19,1.7,,,,,100,,,,,1.0,,,
2006Mar,20,1.8,,,,,80,20,,,,1.4705882352941178,,,
2006Mar,22,1.7,0,0,0,5,60,35,0,0,0,2.0618556701030926,,,
2006Mar,23,1.6,,2,10,20,30,25,10,3,,4.677268475210477,,,
2006Mar,24,1.8,,,5,15,40,35,5,,,3.225806451612903,,,
2006Mar,26,2.1,,,5,15,25,30,20,5,,4.545454545454546,,,
2006Mar,28,1.4,2,5,20,30,20,15,5,2,1,5.040322580645161,,,
2006Mar,30,1.7,,,,,70,30,,,,1.7241379310344827,,,
2006Mar,31,1.8,,,,10,60,30,,,,2.1739130434782608,,,
2006Mar,32,1.8,,,15,20,30,20,15,,,4.651162790697675,,,
2006Mar,33,2.4,,,,,,60,40,,,1.9230769230769231,,,
2006Mar,35,1.9,,,,,60,40,,,,1.9230769230769231,,,
2006Mar,36,1.9,,,,10,40,35,15,,,3.1746031746031744,,,
2006Mar,37,2,,,,,50,50,,,,2.0,,,
2006Mar,38,1.8,,,,,60,40,,,,1.9230769230769231,,,
2006Mar,39,2.1,,,,10,25,40,25,,,3.389830508474576,,,
2006Mar,41,2,,,,,,,,,,1,,,
2006Mar,42,1.9,,,,5,60,35,,,,2.0618556701030926,,,
2006Mar,47,1.9,,,,10,35,35,15,5,,3.5714285714285716,,,
2006Mar,48,1.8,,,,,,,,,,1,,,
2006Mar,50,1.9,,,,,50,50,,,,2.0,,,
2006Mar,52,1.9,,,,,50,50,,,,2.0,,,
2006Mar,54,1.8,,,,30,40,30,,,,2.9411764705882355,,,
2006Mar,56,1.6,,,,30,40,20,10,,,3.3333333333333335,,,
2006Mar,59,1.5,,,,35,45,20,,,,2.73972602739726,,,
2006Mar,60,1.6,,,5,25,45,20,5,,,3.225806451612903,,,
2006Mar,63,1.6,,,,40,40,20,,,,2.7777777777777777,,,
2006Mar,70,1.6,,,,30,70,,,,,1.7241379310344827,,,
2006Mar,76,1.4,,1,17.5,40,30,7.5,4,,,3.4728251432540374,,,
2006Mar,80,1.9309,,,,,,,,,,1,,,
2006Mar,82,1.5,,,,,,,,,,1,,,
2006Mar,84,1.8,0,0,2,23,45,25,5,0,0,3.117206982543641,,,
2006Mar,85,1.4,,,5,50,40,5,,,,2.4096385542168677,,,
2006Mar,88,1.5,,5,10,20,30,20,10,5,,5.128205128205129,,,
2006Mar,89,1.7,,,,15,40,35,10,,,3.1746031746031744,,,
2006Mar,90,1.5,0,0,5,30,50,15,0,0,0,2.73972602739726,,,
2006Mar,92,1.9,1.73807595,5.49982896,8.5433143,15.60251476,21.07374461,21.07374461,15.59911487,8.56973348,2.29992847,6.410406298501248,,,
2006Mar,93,1.7,,,,20,60,20,,,,2.272727272727273,,,
2006Mar,95,1.8,0,0,11,22,35,23,9,0,0,4.0983606557377055,,,
2006Mar,96,2,,,,5,35,48,10,2,,2.733734281027884,,,
2006Mar,97,1.8,,,,25,45,25,5,,,3.0303030303030303,,,
2006Mar,98,1.7,,,,10,45,25,20,,,3.1746031746031744,,,
2006Mar,99,1.8,,,,10,55,25,10,,,2.5974025974025974,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2006Jun,1,1.8,,,15,22,23,20,15,5,,5.296610169491526,,,
2006Jun,5,1.7,,,,5,55,40,,,,2.150537634408602,,,
2006Jun,9,1.7,,,,25,50,25,,,,2.6666666666666665,,,
2006Jun,11,1.7,,,,,,,,,,1,,,
2006Jun,14,1.5,,,,,,,,,,1,,,
2006Jun,16,1.8,0,0,10,21,24,22,15,5,3,5.376344086021506,,,
2006Jun,17,1.9,,5,5,15,25,35,10,5,,4.444444444444445,,,
2006Jun,18,2.2,,,,,,,,,,1,,,
2006Jun,19,2,,,,,50,50,,,,2.0,,,
2006Jun,20,1.7,,,,,75,25,,,,1.6,,,
2006Jun,23,1.4,,3,15,28,23,18,10,3,,5.05050505050505,,,
2006Jun,24,2,,,,10,40,40,10,,,2.9411764705882355,,,
2006Jun,26,1.8,,,2.5,20,32.5,30,15,,,3.864734299516908,,,
2006Jun,28,1.3,,5,10,30,30,20,5,,,4.25531914893617,,,
2006Jun,30,1.8,,,,20,70,10,,,,1.8518518518518519,,,
2006Jun,31,1.2,,,15,75,10,,,,,1.680672268907563,,,
2006Jun,32,1.4,,5,10,35,25,20,5,,,4.166666666666667,,,
2006Jun,33,2.5,,,,,10,40,40,10,,2.9411764705882355,,,
2006Jun,35,2.2,,,,,30,70,,,,1.7241379310344827,,,
2006Jun,37,2,,,,,50,50,,,,2.0,,,
2006Jun,38,1.8,,,,,55,45,,,,1.9801980198019802,,,
2006Jun,39,1.7,,,10,20,40,20,10,,,3.8461538461538463,,,
2006Jun,41,2,,,,,,,,,,1,,,
2006Jun,42,1.7,,,,10,70,20,,,,1.8518518518518519,,,
2006Jun,47,1.9,0,0,0,15,50,25,10,0,,2.898550724637681,,,
2006Jun,48,2,,,,,,,,,,1,,,
2006Jun,50,1.6,,,,50,50,,,,,2.0,,,
2006Jun,52,1.5,,,,20,70,10,,,,1.8518518518518519,,,
2006Jun,54,1.6,,,,30,40,30,,,,2.9411764705882355,,,
2006Jun,59,1.6,,,,20,50,30,,,,2.6315789473684212,,,
2006Jun,60,1.4,,,10,45,30,15,,,,3.076923076923077,,,
2006Jun,63,1.6,,,,20,50,30,,,,2.6315789473684212,,,
2006Jun,70,1.5,,,,25,60,15,,,,2.247191011235955,,,
2006Jun,72,1.8,,2,8,15,30,30,15,,,4.3140638481449525,,,
2006Jun,76,1.6,,,,,,,,,,1,,,
2006Jun,80,1.61,,,,,,,,,,1,,,
2006Jun,82,1.4,,,,,,,,,,1,,,
2006Jun,84,1.7,0,0,0,10,45,40,5,0,0,2.6666666666666665,,,
2006Jun,85,1.6,,,,10,60,25,5,,,2.2988505747126435,,,
2006Jun,89,1.8,,,,15,40,35,10,,,3.1746031746031744,,,
2006Jun,90,1.9,0,0,0,20,40,40,0,0,0,2.7777777777777777,,,
2006Jun,92,1.97,2.27455669,6.99863597,8.08511421,13.85589949,18.58817716,19.52149526,16.04867211,10.32828702,4.29916209,7.038115766782871,,,
2006Jun,94,1.8,0,2.5,5,15,40,30,5,2.5,0,3.587443946188341,,,
2006Jun,95,1.9,0,0,5,17,41,32,5,0,0,3.28515111695138,,,
2006Jun,96,2,,,,15,37,35,10,3,,3.415300546448088,,,
2006Jun,97,1.6,,,10,15,50,15,10,,,3.1746031746031744,,,
2006Jun,98,1.8,,,,,,,,,,1,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2006Sep,3,2,0,0,10,20,20,20,20,10,0,5.555555555555555,,,
2006Sep,4,1.7,,,,20,60,15,5,,,2.3529411764705883,,,
2006Sep,5,2,,,,15,20,50,15,,,2.985074626865672,,,
2006Sep,7,1.6,,,,,,,,,,1,,,
2006Sep,9,1.9,,,,,60,40,,,,1.9230769230769231,,,
2006Sep,11,1.3,,,,,,,,,,1,,,
2006Sep,14,1.6,,,,,,,,,,1,,,
2006Sep,15,1.8,,,,15,50,30,5,,,2.73972602739726,,,
2006Sep,16,1.7,0,0,10,21,24,22,15,5,3,5.376344086021506,,,
2006Sep,19,1.5,,,,50,50,,,,,2.0,,,
2006Sep,20,1.6,,,,30,50,20,,,,2.6315789473684212,,,
2006Sep,22,1.8,0,0,5,25,40,25,5,0,0,3.4482758620689653,,,
2006Sep,24,1.5,,,10,35,40,10,5,,,3.278688524590164,,,
2006Sep,26,1.8,,,,10,45,35,10,,,2.898550724637681,,,
2006Sep,28,1.2,,,5,55,30,10,,,,2.4691358024691357,,,
2006Sep,30,1.7,,,,,80,20,,,,1.4705882352941178,,,
2006Sep,31,1.6,,,,5,85,10,,,,1.3605442176870748,,,
2006Sep,33,2.5,,,,,,50,50,,,2.0,,,
2006Sep,35,2.2,,,,,10,80,10,,,1.5151515151515151,,,
2006Sep,36,2.1,,,,5,25,35,20,15,,4.0,,,
2006Sep,37,1.7,,,,,80,20,,,,1.4705882352941178,,,
2006Sep,38,2.3,,,,,10,80,10,,,1.5151515151515151,,,
2006Sep,39,1.7,,,10,20,40,20,10,,,3.8461538461538463,,,
2006Sep,41,1.9,,,,,,,,,,1,,,
2006Sep,42,1.8,,,,5,75,20,,,,1.6528925619834711,,,
2006Sep,47,2.1,,,,,,,,,,1,,,
2006Sep,49,1.3,,10,15,35,30,10,,,,3.9215686274509802,,,
2006Sep,50,2,,,,,,50,50,,,2.0,,,
2006Sep,52,2,,,,,100,,,,,1.0,,,
2006Sep,54,1.7,,,,10,40,40,10,,,2.9411764705882355,,,
2006Sep,56,2,,,,,30,60,10,,,2.1739130434782608,,,
2006Sep,59,1.5,,,,25,60,15,,,,2.247191011235955,,,
2006Sep,60,1.6,,,5,30,50,15,,,,2.73972602739726,,,
2006Sep,61,1.9,,,,,40,40,20,,,2.7777777777777777,,,
2006Sep,63,1.4,,,,15,75,10,,,,1.680672268907563,,,
2006Sep,70,2,,,,,45,55,,,,1.9801980198019802,,,
2006Sep,80,2,,,,,,,,,,1,,,
2006Sep,82,1.3,,,,,,,,,,1,,,
2006Sep,84,2,0,0,0,1,40,45,10,4,0,2.672367717797969,,,
2006Sep,85,1.5,,,5,20,50,20,5,,,2.985074626865672,,,
2006Sep,88,1.6,,,10,10,45,25,10,,,3.389830508474576,,,
2006Sep,89,1.9,,,,15,40,35,10,,,3.1746031746031744,,,
2006Sep,90,1.7,0,0,0,10,60,20,10,0,0,2.380952380952381,,,
2006Sep,92,1.8,3.5916642,6.99737808,10.3263907,16.04578764,19.51798661,18.58483626,13.85340913,8.08367105,2.99887632,7.049358087271481,,,
2006Sep,93,2.2,,,,,5,85,10,,,1.3605442176870748,,,
2006Sep,94,2,0,2.5,5,10,30,40,10,2.5,0,3.65296803652968,,,
2006Sep,95,2.2,0,0,0,7,34,46,8,5,0,2.932551319648094,,,
2006Sep,96,2,,,,10,37,35,13,5,,3.4626038781163437,,,
2006Sep,97,1.5,,,,10,60,30,,,,2.1739130434782608,,,
2006Sep,99,1.8,,,,10,55,25,10,,,2.5974025974025974,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2006Dec,1,2.1,,,,2,23,40,30,5,,3.270111183780249,,,
2006Dec,2,2,,2,7,15,28,28,15,5,,4.770992366412213,,,
2006Dec,4,2.1,,,,,30,65,5,,,1.941747572815534,,,
2006Dec,5,2.3,,,,,10,90,,,,1.2195121951219512,,,
2006Dec,7,2.1,,,,,,,,,,1,,,
2006Dec,10,1.73911746,1.02022851,2.68886039,9.45169245,19.3970285,25.93472028,22.59636489,12.82810317,4.74332079,1.33968101,5.417383586882542,,,
2006Dec,11,1.4,,,,40,50,10,,,,2.380952380952381,,,
2006Dec,14,1.9,,,,,,,,,,1,,,
2006Dec,15,1.8,,,,15,50,30,5,,,2.73972602739726,,,
2006Dec,16,2.1,0,0,10,21,20,23,18,5,3,5.470459518599563,,,
2006Dec,18,1.75,,,,,,,,,,1,,,
2006Dec,19,1.8,,,,,75,25,,,,1.6,,,
2006Dec,20,1.9,,,,,70,30,,,,1.7241379310344827,,,
2006Dec,22,1.8,0,0,0,10,50,35,5,0,0,2.5974025974025974,,,
2006Dec,23,1.5,,3,10,25,30,19,10,3,,4.752851711026616,,,
2006Dec,24,1.7,,,,35,40,20,5,,,3.076923076923077,,,
2006Dec,26,2.4,,,,5,30,40,25,,,3.1746031746031744,,,
2006Dec,29,1.8,0,0,0,10,60,30,0,0,0,2.1739130434782608,,,
2006Dec,30,1.6,,,,,80,20,,,,1.4705882352941178,,,
2006Dec,31,2.1,,,,,50,40,10,,,2.380952380952381,,,
2006Dec,32,2.1,,,2,10,28,32,20,7,1,4.233700254022016,,,
2006Dec,33,2.1,,,,,40,50,10,,,2.380952380952381,,,
2006Dec,35,2.1,,,,,20,80,,,,1.4705882352941178,,,
2006Dec,36,2.1,,,,,35,50,15,,,2.5316455696202533,,,
2006Dec,37,1.9,,,,,50,50,,,,2.0,,,
2006Dec,38,2,,,,,10,80,10,,,1.5151515151515151,,,
2006Dec,39,2.3,,,,5,20,40,30,5,,3.389830508474576,,,
2006Dec,41,2.1,,,,,,,,,,1,,,
2006Dec,42,2,,,,,45,55,,,,1.9801980198019802,,,
2006Dec,47,1.9,,,5,10,25,50,10,,,2.985074626865672,,,
2006Dec,50,1.9,,,,,50,50,,,,2.0,,,
2006Dec,52,1.8,,,,,75,25,,,,1.6,,,
2006Dec,54,1.8,,,,10,50,30,10,,,2.7777777777777777,,,
2006Dec,56,1.8,,,,5,70,25,,,,1.8018018018018018,,,
2006Dec,59,1.4,,,5,40,40,15,,,,2.898550724637681,,,
2006Dec,60,1.6,,,,25,50,25,,,,2.6666666666666665,,,
2006Dec,61,1.7,,,,10,40,40,10,,,2.9411764705882355,,,
2006Dec,63,1.6,,,,10,80,10,,,,1.5151515151515151,,,
2006Dec,70,2.2,,,,,40,60,,,,1.9230769230769231,,,
2006Dec,76,1.6,,,,,,,,,,1,,,
2006Dec,80,1.8,,,,,,,,,,1,,,
2006Dec,82,1.5,,,,,,,,,,1,,,
2006Dec,84,1.9,0,0,0,5,40,37,13,5,0,3.136762860727729,,,
2006Dec,85,1.9,,,5,10,40,30,10,5,,3.6363636363636362,,,
2006Dec,88,1.7,,,5,20,40,25,10,,,3.6363636363636362,,,
2006Dec,89,2.2,,,,,25,40,35,,,2.898550724637681,,,
2006Dec,90,1.8,0,0,5,15,50,25,5,0,0,2.9411764705882355,,,
2006Dec,91,2.1,0,5.5,6.17577,12.71381,19.3719,21.8493,18.2408,11.2724,4.87602,6.384624282817126,,,
2006Dec,93,2.1,,,,,30,70,,,,1.7241379310344827,,,
2006Dec,94,1.8,0,2.5,5,10,40,30,10,2.5,0,3.65296803652968,,,
2006Dec,95,2,0,0,0,9,39,42,10,0,0,2.885170225043278,,,
2006Dec,96,1.8,,,,5,50,40,5,,,2.4096385542168677,,,
2006Dec,97,1.8,,,,20,60,20,,,,2.272727272727273,,,
2006Dec,99,1.8,,,,10,55,25,10,,,2.5974025974025974,,,
2006Dec,100,1.8,,,5,25,40,25,5,,,3.4482758620689653,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2007Mar,1,2.2,,,,15,20,25,20,15,5,5.2631578947368425,,,
2007Mar,2,2,,,4,14,37,37,8,,,3.3178500331785004,,,
2007Mar,3,2.1,,,,,30,60,10,,,2.1739130434782608,,,
2007Mar,4,2.2,,,,,20,70,10,,,1.8518518518518519,,,
2007Mar,5,2,,,,10,30,50,10,,,2.7777777777777777,,,
2007Mar,7,2.1,,,,,,,,,,1,,,
2007Mar,9,2.1,,,,,25,50,25,,,2.6666666666666665,,,
2007Mar,10,2.1,.25551906415251,.915007153936176,4.30940272729891,12.0524634697761,21.9539044416807,26.0558728018433,20.151708104342,10.154304207534,4.15181802943636,5.399402991974427,,,
2007Mar,11,1.8,,,,25,50,25,,,,2.6666666666666665,,,
2007Mar,14,2.5,,,,,,40,60,,,1.9230769230769231,,,
2007Mar,15,2,,,,5,50,40,5,,,2.4096385542168677,,,
2007Mar,16,1.9,0,0,10,20,23,22,17,5,3,5.446623093681917,,,
2007Mar,18,2,,,,,,,,,,1,,,
2007Mar,20,2.2,,,,,20,80,,,,1.4705882352941178,,,
2007Mar,22,2.2,0,0,0,0,15,65,20,0,0,2.0618556701030926,,,
2007Mar,23,1.7,,3,10,21,32,21,10,3,,4.708097928436912,,,
2007Mar,24,2.3,,,,,20,50,30,,,2.6315789473684212,,,
2007Mar,26,2.3,,,,7.5,27.5,40,20,5,,3.5242290748898677,,,
2007Mar,28,2.1,,,,10,25,35,15,10,5,4.3478260869565215,,,
2007Mar,29,2.2,,,,,20,60,20,,,2.272727272727273,,,
2007Mar,31,2.7,,,,,,25,65,10,,2.0202020202020203,,,
2007Mar,33,2.5,,,,,,50,50,,,2.0,,,
2007Mar,35,2.2,,,,,20,80,,,,1.4705882352941178,,,
2007Mar,36,2.1,,,,,35,50,15,,,2.5316455696202533,,,
2007Mar,37,2,,,,,50,50,,,,2.0,,,
2007Mar,38,2,,,,,10,80,10,,,1.5151515151515151,,,
2007Mar,39,2.5,,,,5,10,30,35,15,5,4.0,,,
2007Mar,41,2.1,,,,,,,,,,1,,,
2007Mar,42,2.1,,,,,40,60,,,,1.9230769230769231,,,
2007Mar,47,2.5,0,0,2.5,5,10,25,29,25,3.5,4.475274110539271,,,
2007Mar,50,1.5,,,,,,,,,,1,,,
2007Mar,54,2,,,,20,40,40,,,,2.7777777777777777,,,
2007Mar,56,2.4,,,,,5,70,25,,,1.8018018018018018,,,
2007Mar,59,1.7,,,,5,50,45,,,,2.197802197802198,,,
2007Mar,60,2,,,,5,35,55,5,,,2.3255813953488373,,,
2007Mar,61,2.2,,,,,40,50,10,,,2.380952380952381,,,
2007Mar,63,1.8,,,,15,55,30,,,,2.4096385542168677,,,
2007Mar,70,2.2,,,,,20,80,,,,1.4705882352941178,,,
2007Mar,72,2,0,0,0,10,37,42,11,0,0,2.9815146094215863,,,
2007Mar,76,2,,,,,,,,,,1,,,
2007Mar,80,2.4993,,,,,,,,,,1,,,
2007Mar,82,1.9,,,,,,,,,,1,,,
2007Mar,85,2,,,5,10,30,40,10,5,,3.6363636363636362,,,
2007Mar,88,2.2,,,,10,15,35,30,10,,3.9215686274509802,,,
2007Mar,89,2.4,,,,,25,40,35,,,2.898550724637681,,,
2007Mar,90,2.2,0,0,0,10,15,50,20,5,0,3.076923076923077,,,
2007Mar,91,1.9,0,0,0,0,40,40,10,10,0,2.9411764705882355,,,
2007Mar,92,2.2,.725375,1.549625,5.15568,11.27242,18.2408,21.8493,19.3719,12.7138,9.1211,6.301989936639644,,,
2007Mar,93,2.3,,,,,10,55,35,,,2.2988505747126435,,,
2007Mar,94,2.2,0,0,1,7,40,35,12,4,1,3.293807641633728,,,
2007Mar,95,2.2,0,0,0,7,33,46,14,0,0,2.898550724637681,,,
2007Mar,96,2.2,,,,,5,50,40,5,,2.4096385542168677,,,
2007Mar,97,2.2,,,,,20,55,25,,,2.4691358024691357,,,
2007Mar,100,2.2,,,,1,19,60,19,1,,2.3126734505087883,,,
""
TARGET_PERIOD,FCT_SOURCE,9,T0_0,F0_0T0_4,F0_5T0_9,F1_0T1_4,F1_5T1_9,F2_0T2_4,F2_5T2_9,F3_0T3_4,F3_5,Volatility,,,
2007Jun,4,2,,,,,20,70,10,,,1.8518518518518519,,,
2007Jun,5,2.1,,,,,25,60,15,,,2.247191011235955,,,
2007Jun,9,2.3,,,,,25,50,25,,,2.6666666666666665,,,
2007Jun,10,2.02,.353712355565805,1.18491560360916,5.22887269460004,13.6537945220591,23.2227574929574,25.7365121602454,18.5863214100007,8.74470791102326,3.28840584993912,5.4062945254354915,,,
2007Jun,11,1.9,,,,,60,35,5,,,2.0618556701030926,,,
2007Jun,15,1.8,,,,10,55,30,5,,,2.4691358024691357,,,
2007Jun,16,1.9,0,0,10,20,23,22,17,5,3,5.446623093681917,,,
2007Jun,20,2,,,,10,35,45,10,,,2.898550724637681,,,
2007Jun,22,2.1,0,0,0,0,20,60,20,0,0,2.272727272727273,,,
2007Jun,23,1.8,,3,10,21,32,21,10,3,,4.708097928436912,,,
2007Jun,24,2.2,,,,,30,50,20,,,2.6315789473684212,,,
2007Jun,26,2.3,,,,,25,40,30,5,,3.1746031746031744,,,
2007Jun,28,1.9,,,5,15,30,30,15,5,,4.3478260869565215,,,
2007Jun,30,2.1,,,,,10,70,20,,,1.8518518518518519,,,
2007Jun,31,1.9,,,,,60,30,10,,,2.1739130434782608,,,
2007Jun,33,2.5,,,,,20,30,30,20,,3.8461538461538463,,,
2007Jun,35,2.3,,,,,20,60,20,,,2.272727272727273,,,
2007Jun,37,2,,,,,25,60,15,,,2.247191011235955,,,
2007Jun,38,2.2,,,,,20,60,20,,,2.272727272727273,,,
2007Jun,39,2.3,,,,5,10,50,30,5,,2.816901408450704,,,
2007Jun,41,2.2,,,,,,,,,,1,,,
2007Jun,42,2.2,,,,,20,75,5,,,1.6528925619834711,,,
2007Jun,47,2.4,0,0,0,5,20,50,20,5,,2.985074626865672,,,
2007Jun,54,2.1,,,,20,30,40,10,,,3.3333333333333335,,,
2007Jun,56,2.1,,,,,10,70,20,,,1.8518518518518519,,,
2007Jun,59,1.6,,,,,,,,,,1,,,
2007Jun,60,2.1,,,,,35,45,20,,,2.73972602739726,,,
2007Jun,61,1.7,,,,10,40,40,10,,,2.9411764705882355,,,
2007Jun,63,1.9,,,,10,50,40,,,,2.380952380952381,,,
2007Jun,65,2.2,,,,,10,60,30,,,2.1739130434782608,,,
2007Jun,70,2.4,,,,,5,70,25,,,1.8018018018018018,,,
